id,date,type,severity,affectedIndustry,country,lat,lng,responseTime,dataBreached,mitigationStrategy,financialImpact,org
2329,2024-06-26,DDoS,Medium,Retail,Australia,-25.2744,133.7751,30 hours,"411,083 records",Firewall,$28.16M,Unknown
2330,2019-08-25,Man-in-the-Middle,Medium,Government,USA,38.9637,-95.7129,28 hours,"43,140 records",AI-based Detection,$17.59M,Insider
2331,2018-07-12,Malware,High,Education,UK,55.3781,-3.436,28 hours,"935,465 records",AI-based Detection,$51.59M,Nation-state
2332,2018-05-04,DDoS,Critical,Banking,Germany,51.1657,10.4515,38 hours,"52,799 records",AI-based Detection,$81.34M,Insider
2333,2020-05-25,SQL Injection,High,Telecommunications,China,35.8617,104.1954,48 hours,"688,312 records",VPN,$70.02M,Nation-state
2334,2024-08-19,Phishing,Low,Government,France,46.2276,2.2137,23 hours,"219,162 records",Encryption,$5.18M,Hacker Group
2335,2017-09-30,Man-in-the-Middle,High,Telecommunications,UK,55.3781,-3.436,26 hours,"740,448 records",Encryption,$60.01M,Hacker Group
2336,2016-09-21,Ransomware,High,Banking,France,46.2276,2.2137,17 hours,"596,776 records",Firewall,$62.73M,Nation-state
2337,2022-09-12,SQL Injection,High,Telecommunications,Australia,-25.2744,133.7751,42 hours,"571,454 records",VPN,$56.20M,Insider
2338,2020-10-26,DDoS,High,Government,Russia,61.524,105.3188,15 hours,"787,260 records",Firewall,$72.59M,Insider
2339,2018-07-11,Malware,Medium,Healthcare,UK,55.3781,-3.436,7 hours,"805,745 records",Firewall,$19.79M,Insider
2340,2020-11-18,SQL Injection,Medium,Telecommunications,Russia,61.524,105.3188,50 hours,"377,194 records",Firewall,$35.02M,Unknown
2341,2023-07-20,Malware,Medium,Education,China,35.8617,104.1954,35 hours,"417,554 records",Antivirus,$37.07M,Insider
2342,2019-02-12,SQL Injection,High,Government,China,35.8617,104.1954,60 hours,"252,025 records",Encryption,$65.85M,Hacker Group
2343,2015-10-15,Ransomware,Critical,Education,India,20.5937,78.9629,70 hours,"898,251 records",Antivirus,$96.03M,Hacker Group
2344,2015-10-07,Man-in-the-Middle,High,Banking,Brazil,-14.235,-51.9253,51 hours,"551,388 records",Encryption,$74.27M,Unknown
2345,2017-06-06,DDoS,High,Banking,India,20.5937,78.9629,18 hours,"538,245 records",AI-based Detection,$45.98M,Hacker Group
2346,2021-10-29,Malware,High,Telecommunications,India,20.5937,78.9629,6 hours,"838,461 records",AI-based Detection,$50.97M,Nation-state
2347,2020-05-02,SQL Injection,High,Banking,Brazil,-14.235,-51.9253,67 hours,"912,770 records",AI-based Detection,$68.05M,Unknown
2348,2021-10-05,DDoS,Critical,Education,India,20.5937,78.9629,12 hours,"62,194 records",AI-based Detection,$95.95M,Nation-state
2349,2023-05-23,Man-in-the-Middle,Medium,Banking,UK,55.3781,-3.436,63 hours,"416,522 records",VPN,$15.01M,Insider
2350,2021-08-04,DDoS,High,IT,UK,55.3781,-3.436,40 hours,"530,341 records",VPN,$70.49M,Insider
2351,2022-10-19,Ransomware,High,IT,Japan,36.2048,138.2529,21 hours,"346,939 records",VPN,$73.10M,Insider
2352,2021-01-09,Phishing,Critical,Banking,Russia,61.524,105.3188,8 hours,"56,333 records",VPN,$78.45M,Unknown
2353,2018-02-14,Ransomware,Medium,IT,Germany,51.1657,10.4515,32 hours,"644,913 records",VPN,$27.51M,Unknown
2354,2017-07-26,SQL Injection,Medium,Banking,Japan,36.2048,138.2529,57 hours,"295,917 records",VPN,$18.01M,Unknown
2355,2020-10-16,Malware,Medium,Healthcare,India,20.5937,78.9629,51 hours,"54,206 records",VPN,$20.62M,Insider
2356,2018-01-03,DDoS,High,Telecommunications,India,20.5937,78.9629,69 hours,"423,071 records",Antivirus,$47.50M,Unknown
2357,2021-04-26,Man-in-the-Middle,Medium,Healthcare,Australia,-25.2744,133.7751,48 hours,"687,020 records",Antivirus,$17.62M,Unknown
2358,2020-06-16,Ransomware,Critical,Education,USA,38.9637,-95.7129,63 hours,"550,317 records",Encryption,$77.09M,Insider
2359,2021-01-12,Phishing,High,Banking,Germany,51.1657,10.4515,24 hours,"170,032 records",Encryption,$48.00M,Nation-state
2360,2020-04-06,SQL Injection,Medium,Healthcare,China,35.8617,104.1954,68 hours,"388,591 records",Antivirus,$11.55M,Unknown
2361,2023-06-14,DDoS,Low,Healthcare,India,20.5937,78.9629,39 hours,"438,318 records",AI-based Detection,$2.27M,Hacker Group
2362,2018-11-20,DDoS,Low,Education,India,20.5937,78.9629,20 hours,"63,389 records",VPN,$1.71M,Insider
2363,2015-12-23,Man-in-the-Middle,Critical,Retail,USA,38.9637,-95.7129,15 hours,"377,602 records",Firewall,$95.66M,Nation-state
2364,2021-10-19,SQL Injection,High,Government,France,46.2276,2.2137,61 hours,"467,551 records",Encryption,$42.75M,Unknown
2365,2022-03-02,Malware,Medium,Telecommunications,UK,55.3781,-3.436,67 hours,"361,529 records",Firewall,$38.76M,Nation-state
2366,2019-01-27,Man-in-the-Middle,Medium,Retail,Australia,-25.2744,133.7751,52 hours,"677,755 records",Firewall,$15.21M,Hacker Group
2367,2022-04-28,Man-in-the-Middle,High,IT,UK,55.3781,-3.436,56 hours,"303,838 records",AI-based Detection,$66.25M,Nation-state
2368,2016-10-20,Ransomware,Critical,Banking,India,20.5937,78.9629,58 hours,"339,815 records",Firewall,$93.74M,Insider
2369,2020-10-02,Ransomware,Medium,Banking,Russia,61.524,105.3188,63 hours,"820,140 records",VPN,$13.66M,Insider
2370,2015-05-22,Ransomware,High,IT,Russia,61.524,105.3188,61 hours,"879,875 records",Encryption,$49.30M,Insider
2371,2022-12-13,Man-in-the-Middle,High,Healthcare,Brazil,-14.235,-51.9253,44 hours,"987,320 records",AI-based Detection,$40.94M,Unknown
2372,2023-02-04,SQL Injection,Medium,Government,Japan,36.2048,138.2529,43 hours,"772,948 records",VPN,$13.51M,Unknown
2373,2015-06-10,Phishing,Critical,Healthcare,Brazil,-14.235,-51.9253,34 hours,"794,914 records",Firewall,$84.83M,Insider
2374,2019-06-24,DDoS,Medium,Telecommunications,Brazil,-14.235,-51.9253,24 hours,"198,563 records",Firewall,$36.98M,Hacker Group
2375,2022-02-14,DDoS,Medium,Retail,Germany,51.1657,10.4515,38 hours,"32,346 records",AI-based Detection,$21.45M,Nation-state
2376,2015-06-28,Phishing,Medium,Banking,China,35.8617,104.1954,33 hours,"541,829 records",Antivirus,$18.39M,Nation-state
2377,2024-03-02,Phishing,Medium,Telecommunications,Russia,61.524,105.3188,37 hours,"446,028 records",VPN,$21.22M,Hacker Group
2378,2022-04-05,Malware,Medium,Education,France,46.2276,2.2137,14 hours,"759,625 records",Encryption,$13.06M,Insider
2379,2017-10-11,Phishing,Low,Retail,Brazil,-14.235,-51.9253,53 hours,"520,654 records",VPN,$3.18M,Nation-state
2380,2023-02-14,DDoS,Critical,IT,USA,38.9637,-95.7129,55 hours,"248,383 records",Firewall,$99.64M,Insider
2381,2017-07-26,Man-in-the-Middle,High,Banking,China,35.8617,104.1954,44 hours,"855,974 records",VPN,$62.39M,Unknown
2382,2020-09-21,Malware,Critical,Government,China,35.8617,104.1954,59 hours,"50,842 records",AI-based Detection,$84.23M,Insider
2383,2015-08-14,Man-in-the-Middle,Critical,Education,Germany,51.1657,10.4515,59 hours,"697,275 records",Encryption,$81.50M,Nation-state
2384,2022-06-07,Man-in-the-Middle,Low,Telecommunications,Germany,51.1657,10.4515,40 hours,"419,912 records",AI-based Detection,$0.54M,Nation-state
2385,2023-02-14,Man-in-the-Middle,High,Banking,Japan,36.2048,138.2529,67 hours,"193,620 records",VPN,$65.80M,Nation-state
2386,2024-01-18,SQL Injection,High,Banking,China,35.8617,104.1954,31 hours,"777,684 records",VPN,$58.32M,Unknown
2387,2018-01-08,Malware,Medium,Healthcare,UK,55.3781,-3.436,20 hours,"375,245 records",Firewall,$27.61M,Hacker Group
2388,2023-09-30,Man-in-the-Middle,Medium,IT,China,35.8617,104.1954,27 hours,"656,090 records",Encryption,$22.96M,Insider
2389,2016-01-02,Man-in-the-Middle,Critical,IT,Australia,-25.2744,133.7751,21 hours,"653,967 records",Encryption,$80.27M,Unknown
2390,2022-12-09,SQL Injection,Low,Education,India,20.5937,78.9629,15 hours,"977,791 records",Antivirus,$0.83M,Unknown
2391,2023-07-24,DDoS,Critical,Telecommunications,UK,55.3781,-3.436,65 hours,"397,687 records",VPN,$81.91M,Hacker Group
2392,2017-01-13,Malware,High,Banking,France,46.2276,2.2137,23 hours,"719,537 records",AI-based Detection,$40.87M,Nation-state
2393,2017-03-05,DDoS,Medium,Telecommunications,Brazil,-14.235,-51.9253,64 hours,"724,790 records",Firewall,$34.79M,Hacker Group
2394,2016-11-12,Phishing,Medium,IT,France,46.2276,2.2137,23 hours,"51,723 records",Encryption,$33.33M,Hacker Group
2395,2023-11-20,Ransomware,Medium,Healthcare,India,20.5937,78.9629,35 hours,"312,340 records",VPN,$18.26M,Nation-state
2396,2016-03-12,Man-in-the-Middle,Medium,Banking,India,20.5937,78.9629,52 hours,"995,025 records",AI-based Detection,$15.28M,Unknown
2397,2024-12-15,SQL Injection,High,Telecommunications,France,46.2276,2.2137,2 hours,"336,356 records",Encryption,$48.77M,Hacker Group
2398,2017-03-29,Ransomware,High,Retail,France,46.2276,2.2137,67 hours,"886,212 records",Encryption,$48.93M,Unknown
2399,2016-11-27,Ransomware,Medium,Healthcare,Japan,36.2048,138.2529,25 hours,"209,358 records",Firewall,$37.23M,Nation-state
2400,2022-09-21,DDoS,High,Education,Russia,61.524,105.3188,38 hours,"495,616 records",Antivirus,$69.24M,Nation-state
2401,2021-01-31,SQL Injection,High,Government,China,35.8617,104.1954,57 hours,"224,311 records",Firewall,$55.55M,Insider
2402,2022-04-11,DDoS,High,IT,Japan,36.2048,138.2529,37 hours,"65,516 records",Firewall,$51.95M,Insider
2403,2024-10-15,Ransomware,High,Government,Germany,51.1657,10.4515,33 hours,"301,972 records",VPN,$40.36M,Unknown
2404,2015-07-30,Phishing,High,Telecommunications,Germany,51.1657,10.4515,64 hours,"124,250 records",AI-based Detection,$47.04M,Insider
2405,2018-04-11,Man-in-the-Middle,Medium,Healthcare,USA,38.9637,-95.7129,31 hours,"733,934 records",Firewall,$22.61M,Nation-state
2406,2022-11-05,Malware,Medium,IT,Brazil,-14.235,-51.9253,12 hours,"377,446 records",AI-based Detection,$19.26M,Unknown
2407,2021-08-06,SQL Injection,Critical,IT,China,35.8617,104.1954,9 hours,"430,792 records",Antivirus,$98.57M,Insider
2408,2015-06-29,Malware,Critical,IT,UK,55.3781,-3.436,35 hours,"825,881 records",AI-based Detection,$96.79M,Unknown
2409,2020-06-19,Malware,Medium,Telecommunications,USA,38.9637,-95.7129,42 hours,"858,207 records",AI-based Detection,$27.16M,Nation-state
2410,2021-01-18,Ransomware,Medium,Healthcare,Germany,51.1657,10.4515,27 hours,"912,847 records",Antivirus,$16.64M,Unknown
2411,2018-09-08,Malware,High,Banking,UK,55.3781,-3.436,61 hours,"82,287 records",Encryption,$41.34M,Unknown
2412,2020-01-02,Man-in-the-Middle,High,Education,USA,38.9637,-95.7129,1 hours,"527,938 records",Encryption,$44.85M,Nation-state
2413,2022-09-14,DDoS,High,Telecommunications,UK,55.3781,-3.436,16 hours,"645,154 records",AI-based Detection,$50.90M,Insider
2414,2018-06-30,Ransomware,Medium,Retail,India,20.5937,78.9629,3 hours,"732,636 records",VPN,$26.01M,Hacker Group
2415,2015-12-26,DDoS,High,Retail,Russia,61.524,105.3188,11 hours,"26,321 records",Encryption,$69.61M,Nation-state
2416,2023-11-18,Ransomware,High,Banking,Germany,51.1657,10.4515,39 hours,"982,507 records",Encryption,$52.88M,Unknown
2417,2019-06-10,Malware,Medium,Retail,Russia,61.524,105.3188,13 hours,"367,712 records",Firewall,$11.57M,Nation-state
2418,2015-01-07,DDoS,Critical,Telecommunications,Russia,61.524,105.3188,55 hours,"236,346 records",AI-based Detection,$83.28M,Insider
2419,2018-04-18,SQL Injection,High,Retail,Australia,-25.2744,133.7751,8 hours,"287,089 records",Encryption,$51.46M,Nation-state
2420,2024-04-08,Malware,High,Healthcare,Brazil,-14.235,-51.9253,36 hours,"964,191 records",VPN,$50.71M,Unknown
2421,2016-05-17,SQL Injection,High,Healthcare,China,35.8617,104.1954,70 hours,"55,913 records",Antivirus,$52.68M,Nation-state
2422,2015-10-30,Phishing,Critical,Government,Japan,36.2048,138.2529,17 hours,"850,600 records",Encryption,$98.29M,Insider
2423,2024-01-31,Phishing,High,Retail,France,46.2276,2.2137,25 hours,"201,137 records",Antivirus,$45.57M,Hacker Group
2424,2017-02-06,Malware,Low,Healthcare,Germany,51.1657,10.4515,10 hours,"859,708 records",Encryption,$1.68M,Nation-state
2425,2016-12-20,Phishing,Low,Government,Russia,61.524,105.3188,20 hours,"863,777 records",Antivirus,$2.74M,Insider
2426,2024-06-13,SQL Injection,High,Banking,Japan,36.2048,138.2529,32 hours,"521,384 records",Antivirus,$67.37M,Unknown
2427,2022-06-26,SQL Injection,High,Government,Russia,61.524,105.3188,27 hours,"474,183 records",Antivirus,$69.09M,Insider
2428,2018-02-12,SQL Injection,Medium,Retail,Brazil,-14.235,-51.9253,57 hours,"829,742 records",Firewall,$36.63M,Insider
2429,2021-03-25,DDoS,Critical,Telecommunications,USA,38.9637,-95.7129,59 hours,"460,842 records",AI-based Detection,$99.81M,Unknown
2430,2022-09-08,Malware,High,Retail,Australia,-25.2744,133.7751,51 hours,"839,881 records",Firewall,$47.33M,Unknown
2431,2017-10-10,DDoS,High,IT,Brazil,-14.235,-51.9253,4 hours,"860,625 records",Firewall,$72.48M,Unknown
2432,2019-12-19,SQL Injection,High,Healthcare,UK,55.3781,-3.436,6 hours,"263,110 records",Firewall,$65.47M,Insider
2433,2020-06-22,Man-in-the-Middle,Medium,IT,Japan,36.2048,138.2529,66 hours,"506,364 records",Firewall,$13.61M,Nation-state
2434,2021-02-17,Phishing,Low,Education,USA,38.9637,-95.7129,6 hours,"176,772 records",Firewall,$6.01M,Insider
2435,2021-03-19,SQL Injection,Low,Retail,Brazil,-14.235,-51.9253,1 hours,"564,277 records",Firewall,$1.32M,Nation-state
2436,2017-06-06,Man-in-the-Middle,High,Retail,Australia,-25.2744,133.7751,64 hours,"36,780 records",AI-based Detection,$47.97M,Insider
2437,2021-08-08,Ransomware,High,Retail,Germany,51.1657,10.4515,32 hours,"589,744 records",VPN,$46.82M,Nation-state
2438,2018-03-10,Malware,High,Government,Russia,61.524,105.3188,61 hours,"309,230 records",Encryption,$59.01M,Hacker Group
2439,2024-01-29,Man-in-the-Middle,High,Telecommunications,China,35.8617,104.1954,61 hours,"4,913 records",AI-based Detection,$53.59M,Hacker Group
2440,2020-01-31,SQL Injection,High,Education,Brazil,-14.235,-51.9253,5 hours,"350,295 records",Encryption,$50.41M,Insider
2441,2020-09-13,DDoS,High,Banking,USA,38.9637,-95.7129,19 hours,"998,937 records",Antivirus,$60.20M,Nation-state
2442,2018-07-24,Malware,Critical,Telecommunications,Brazil,-14.235,-51.9253,45 hours,"445,546 records",Firewall,$96.22M,Nation-state
2443,2023-11-09,SQL Injection,Low,Healthcare,Brazil,-14.235,-51.9253,12 hours,"486,146 records",Firewall,$7.33M,Insider
2444,2016-06-18,Phishing,Medium,Education,UK,55.3781,-3.436,51 hours,"466,333 records",Firewall,$29.49M,Hacker Group
2445,2019-08-31,Phishing,High,Government,Japan,36.2048,138.2529,65 hours,"706,019 records",Encryption,$73.35M,Nation-state
2446,2020-10-30,DDoS,High,Retail,UK,55.3781,-3.436,4 hours,"971,464 records",Firewall,$70.03M,Nation-state
2447,2015-10-09,Man-in-the-Middle,Critical,IT,India,20.5937,78.9629,42 hours,"224,983 records",AI-based Detection,$76.97M,Nation-state
2448,2019-09-28,Ransomware,Critical,Telecommunications,Brazil,-14.235,-51.9253,45 hours,"919,425 records",Encryption,$87.41M,Nation-state
2449,2023-11-10,DDoS,High,Telecommunications,Russia,61.524,105.3188,42 hours,"115,138 records",Encryption,$57.25M,Unknown
2450,2020-02-26,Phishing,Critical,IT,Japan,36.2048,138.2529,42 hours,"786,468 records",AI-based Detection,$99.57M,Nation-state
2451,2023-05-01,Phishing,Low,Retail,India,20.5937,78.9629,59 hours,"620,560 records",Antivirus,$5.11M,Hacker Group
2452,2017-07-29,Malware,High,Government,USA,38.9637,-95.7129,59 hours,"976,007 records",Encryption,$56.74M,Insider
2453,2016-07-02,DDoS,High,Education,France,46.2276,2.2137,38 hours,"361,163 records",Firewall,$46.58M,Hacker Group
2454,2017-01-13,Ransomware,High,Healthcare,Brazil,-14.235,-51.9253,57 hours,"469,735 records",Encryption,$54.78M,Nation-state
2455,2015-09-14,Man-in-the-Middle,High,IT,USA,38.9637,-95.7129,28 hours,"117,231 records",AI-based Detection,$46.27M,Unknown
2456,2018-10-29,Ransomware,Medium,Healthcare,Germany,51.1657,10.4515,54 hours,"276,925 records",VPN,$14.38M,Unknown
2457,2019-12-01,Malware,Medium,Telecommunications,Australia,-25.2744,133.7751,33 hours,"208,089 records",Antivirus,$37.30M,Unknown
2458,2016-10-05,Phishing,High,Telecommunications,Australia,-25.2744,133.7751,21 hours,"71,720 records",Encryption,$63.81M,Hacker Group
2459,2024-03-12,Ransomware,Medium,Telecommunications,Russia,61.524,105.3188,67 hours,"236,676 records",AI-based Detection,$35.62M,Nation-state
2460,2024-02-22,Man-in-the-Middle,Critical,Telecommunications,India,20.5937,78.9629,18 hours,"409,281 records",Antivirus,$93.46M,Nation-state
2461,2023-09-05,Phishing,Critical,Banking,Japan,36.2048,138.2529,12 hours,"612,815 records",Antivirus,$82.36M,Insider
2462,2018-11-22,SQL Injection,Medium,Telecommunications,Russia,61.524,105.3188,29 hours,"153,618 records",VPN,$11.32M,Nation-state
2463,2023-07-07,Ransomware,High,Banking,India,20.5937,78.9629,71 hours,"704,230 records",VPN,$57.15M,Nation-state
2464,2019-03-25,Malware,Critical,Retail,China,35.8617,104.1954,2 hours,"863,510 records",VPN,$79.37M,Hacker Group
2465,2024-11-12,DDoS,Low,Healthcare,India,20.5937,78.9629,11 hours,"488,599 records",Encryption,$4.08M,Unknown
2466,2022-04-27,Ransomware,Critical,Healthcare,France,46.2276,2.2137,47 hours,"964,782 records",VPN,$80.73M,Unknown
2467,2018-12-06,Man-in-the-Middle,High,IT,Germany,51.1657,10.4515,49 hours,"323,027 records",Encryption,$48.96M,Unknown
2468,2023-07-01,Man-in-the-Middle,Medium,Education,China,35.8617,104.1954,32 hours,"12,970 records",Antivirus,$10.55M,Unknown
2469,2020-12-13,Man-in-the-Middle,High,Government,India,20.5937,78.9629,46 hours,"659,835 records",Encryption,$50.19M,Unknown
2470,2023-09-27,SQL Injection,High,Telecommunications,China,35.8617,104.1954,51 hours,"336,320 records",VPN,$66.92M,Hacker Group
2471,2017-10-06,Man-in-the-Middle,High,Banking,China,35.8617,104.1954,64 hours,"83,617 records",AI-based Detection,$47.52M,Insider
2472,2018-01-09,Malware,Critical,Banking,Brazil,-14.235,-51.9253,27 hours,"99,178 records",Antivirus,$87.13M,Nation-state
2473,2024-10-08,Ransomware,Critical,Education,Brazil,-14.235,-51.9253,41 hours,"489,369 records",Encryption,$80.10M,Nation-state
2474,2017-05-21,Phishing,Low,Telecommunications,Russia,61.524,105.3188,45 hours,"620,350 records",Firewall,$2.22M,Hacker Group
2475,2020-02-08,DDoS,Medium,Healthcare,USA,38.9637,-95.7129,31 hours,"846,602 records",Firewall,$38.14M,Insider
2476,2017-06-06,Malware,High,Government,India,20.5937,78.9629,48 hours,"650,042 records",Antivirus,$61.02M,Nation-state
2477,2019-02-28,Man-in-the-Middle,High,Government,Japan,36.2048,138.2529,59 hours,"549,197 records",Antivirus,$61.01M,Hacker Group
2478,2023-12-13,Phishing,Medium,IT,France,46.2276,2.2137,14 hours,"138,639 records",VPN,$15.49M,Hacker Group
2479,2024-05-14,Man-in-the-Middle,Critical,Healthcare,Australia,-25.2744,133.7751,14 hours,"833,819 records",Antivirus,$93.40M,Insider
2480,2022-07-02,Malware,Medium,Retail,India,20.5937,78.9629,71 hours,"813,217 records",AI-based Detection,$13.88M,Insider
2481,2017-03-14,Malware,Medium,Banking,UK,55.3781,-3.436,30 hours,"636,273 records",Antivirus,$11.25M,Insider
2482,2017-10-26,Man-in-the-Middle,High,Banking,Russia,61.524,105.3188,43 hours,"45,277 records",Firewall,$66.53M,Insider
2483,2015-08-15,Phishing,Critical,Telecommunications,Australia,-25.2744,133.7751,23 hours,"488,342 records",Firewall,$89.41M,Hacker Group
2484,2019-05-11,Phishing,High,IT,France,46.2276,2.2137,2 hours,"526,220 records",AI-based Detection,$55.31M,Nation-state
2485,2023-07-30,DDoS,Critical,Education,USA,38.9637,-95.7129,23 hours,"311,596 records",VPN,$90.38M,Insider
2486,2024-08-21,DDoS,Medium,Retail,Brazil,-14.235,-51.9253,52 hours,"658,226 records",VPN,$25.17M,Insider
2487,2019-03-09,Phishing,Low,Education,India,20.5937,78.9629,19 hours,"344,693 records",Encryption,$6.29M,Hacker Group
2488,2016-11-18,Phishing,Medium,Education,France,46.2276,2.2137,60 hours,"380,995 records",VPN,$37.57M,Unknown
2489,2018-05-31,Malware,Low,Banking,Brazil,-14.235,-51.9253,31 hours,"458,185 records",AI-based Detection,$3.10M,Insider
2490,2022-06-08,Man-in-the-Middle,Critical,Education,Brazil,-14.235,-51.9253,67 hours,"581,034 records",VPN,$91.69M,Insider
2491,2019-04-08,Ransomware,Medium,Retail,Russia,61.524,105.3188,14 hours,"722,544 records",Encryption,$19.97M,Hacker Group
2492,2024-08-25,Phishing,Medium,IT,Brazil,-14.235,-51.9253,17 hours,"793,783 records",Firewall,$28.78M,Insider
2493,2023-11-24,SQL Injection,High,IT,China,35.8617,104.1954,21 hours,"620,822 records",Firewall,$53.21M,Unknown
2494,2022-07-29,Ransomware,Medium,Healthcare,Russia,61.524,105.3188,2 hours,"715,102 records",Antivirus,$16.60M,Insider
2495,2021-07-02,Man-in-the-Middle,High,Banking,Russia,61.524,105.3188,54 hours,"634,390 records",Antivirus,$44.32M,Unknown
2496,2021-06-16,Ransomware,Medium,Government,Japan,36.2048,138.2529,58 hours,"791,473 records",Firewall,$10.34M,Nation-state
2497,2022-04-06,Phishing,High,IT,China,35.8617,104.1954,29 hours,"631,816 records",Firewall,$41.81M,Unknown
2498,2016-08-12,Malware,Critical,Banking,Germany,51.1657,10.4515,41 hours,"517,353 records",Antivirus,$84.54M,Nation-state
2499,2015-11-11,Malware,High,Telecommunications,Japan,36.2048,138.2529,21 hours,"118,734 records",AI-based Detection,$40.38M,Insider
2500,2020-05-20,Man-in-the-Middle,Medium,Education,India,20.5937,78.9629,50 hours,"963,367 records",Encryption,$39.15M,Insider
2501,2021-03-13,SQL Injection,Medium,Telecommunications,Australia,-25.2744,133.7751,47 hours,"71,557 records",Antivirus,$22.51M,Insider
2502,2017-10-03,Ransomware,High,Government,Brazil,-14.235,-51.9253,30 hours,"824,704 records",Antivirus,$58.18M,Hacker Group
2503,2023-03-10,Man-in-the-Middle,Critical,Banking,Germany,51.1657,10.4515,11 hours,"1,326 records",Antivirus,$92.48M,Nation-state
2504,2015-07-28,Phishing,High,Banking,UK,55.3781,-3.436,48 hours,"630,931 records",AI-based Detection,$51.38M,Insider
2505,2016-01-19,Phishing,Critical,Government,Germany,51.1657,10.4515,64 hours,"395,731 records",AI-based Detection,$93.61M,Insider
2506,2017-07-20,Ransomware,Medium,Government,Australia,-25.2744,133.7751,58 hours,"918,816 records",AI-based Detection,$27.38M,Unknown
2507,2021-10-21,Malware,High,Healthcare,Australia,-25.2744,133.7751,21 hours,"357,205 records",Antivirus,$74.61M,Nation-state
2508,2019-05-29,SQL Injection,Critical,IT,UK,55.3781,-3.436,24 hours,"464,960 records",Encryption,$78.84M,Unknown
2509,2019-03-17,Ransomware,High,Telecommunications,USA,38.9637,-95.7129,3 hours,"51,619 records",VPN,$65.70M,Insider
2510,2017-11-03,Phishing,Critical,IT,Brazil,-14.235,-51.9253,69 hours,"850,794 records",Antivirus,$81.04M,Unknown
2511,2015-07-30,Man-in-the-Middle,Medium,Banking,France,46.2276,2.2137,22 hours,"559,841 records",VPN,$27.20M,Nation-state
2512,2018-02-28,DDoS,Critical,Healthcare,China,35.8617,104.1954,62 hours,"685,136 records",Antivirus,$86.38M,Nation-state
2513,2016-10-28,Malware,Critical,Education,Brazil,-14.235,-51.9253,17 hours,"102,797 records",Firewall,$83.93M,Unknown
2514,2022-02-09,Ransomware,High,Healthcare,France,46.2276,2.2137,42 hours,"439,046 records",VPN,$40.36M,Insider
2515,2019-11-09,SQL Injection,High,Telecommunications,USA,38.9637,-95.7129,26 hours,"51,312 records",AI-based Detection,$57.40M,Insider
2516,2022-03-28,Ransomware,Low,Retail,Brazil,-14.235,-51.9253,35 hours,"510,870 records",AI-based Detection,$1.42M,Unknown
2517,2021-07-17,SQL Injection,High,Government,Russia,61.524,105.3188,42 hours,"348,118 records",VPN,$66.50M,Hacker Group
2518,2016-07-17,Ransomware,High,Healthcare,Australia,-25.2744,133.7751,68 hours,"509,930 records",AI-based Detection,$47.18M,Unknown
2519,2016-09-26,Ransomware,High,IT,UK,55.3781,-3.436,26 hours,"822,380 records",Firewall,$58.99M,Hacker Group
2520,2022-12-30,SQL Injection,High,Banking,Germany,51.1657,10.4515,19 hours,"619,669 records",Antivirus,$52.91M,Unknown
2521,2023-01-06,SQL Injection,Medium,Telecommunications,Australia,-25.2744,133.7751,14 hours,"341,111 records",VPN,$20.95M,Insider
2522,2018-07-10,Ransomware,Low,Government,France,46.2276,2.2137,39 hours,"443,730 records",Antivirus,$2.79M,Hacker Group
2523,2017-09-08,DDoS,Medium,IT,Japan,36.2048,138.2529,15 hours,"824,968 records",Encryption,$27.76M,Insider
2524,2016-07-25,Man-in-the-Middle,High,Retail,Japan,36.2048,138.2529,51 hours,"172,346 records",AI-based Detection,$58.77M,Nation-state
2525,2022-09-16,DDoS,High,Telecommunications,Germany,51.1657,10.4515,56 hours,"919,855 records",Antivirus,$51.95M,Hacker Group
2526,2021-03-16,Man-in-the-Middle,Critical,IT,Germany,51.1657,10.4515,5 hours,"254,634 records",AI-based Detection,$90.57M,Hacker Group
2527,2022-05-30,Phishing,Medium,Retail,France,46.2276,2.2137,56 hours,"724,409 records",Antivirus,$39.15M,Unknown
2528,2018-09-07,Phishing,Critical,Healthcare,UK,55.3781,-3.436,72 hours,"269,142 records",Encryption,$95.30M,Unknown
2529,2024-03-22,Phishing,Critical,Retail,India,20.5937,78.9629,19 hours,"32,067 records",Antivirus,$92.48M,Insider
2530,2020-05-23,Malware,Medium,Government,Germany,51.1657,10.4515,65 hours,"591,314 records",Encryption,$32.20M,Hacker Group
2531,2019-12-22,SQL Injection,Critical,Healthcare,Germany,51.1657,10.4515,64 hours,"149,171 records",VPN,$91.72M,Hacker Group
2532,2016-10-28,DDoS,Medium,IT,Brazil,-14.235,-51.9253,53 hours,"535,205 records",AI-based Detection,$13.52M,Hacker Group
2533,2022-06-02,Ransomware,Critical,Education,Germany,51.1657,10.4515,4 hours,"471,889 records",Antivirus,$87.93M,Nation-state
2534,2019-05-13,Phishing,High,Healthcare,France,46.2276,2.2137,12 hours,"869,751 records",Firewall,$52.18M,Insider
2535,2017-07-27,DDoS,High,Education,Russia,61.524,105.3188,18 hours,"690,010 records",Firewall,$50.42M,Nation-state
2536,2017-01-18,Ransomware,Medium,Healthcare,Brazil,-14.235,-51.9253,21 hours,"433,987 records",AI-based Detection,$32.90M,Unknown
2537,2017-09-15,Phishing,Low,Banking,UK,55.3781,-3.436,56 hours,"31,262 records",Firewall,$1.54M,Unknown
